INFO 2025-01-10 12:42:23,191 autoreload 15369 8604262976 Watching for file changes with StatReloader
INFO 2025-01-10 12:45:00,120 autoreload 15369 8604262976 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 12:45:00,709 autoreload 15398 8639005248 Watching for file changes with StatReloader
INFO 2025-01-10 12:46:13,523 autoreload 15398 8639005248 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 12:46:14,002 autoreload 15419 8606347840 Watching for file changes with StatReloader
INFO 2025-01-10 12:46:48,003 autoreload 15419 8606347840 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 12:46:48,494 autoreload 15429 8667365952 Watching for file changes with StatReloader
INFO 2025-01-10 14:22:02,660 autoreload 15429 8667365952 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 14:22:03,330 autoreload 16373 8594829888 Watching for file changes with StatReloader
INFO 2025-01-10 14:22:04,639 basehttp 16373 12940890112 "GET /stark/dipay/inwardpay/list/ HTTP/1.1" 200 44863
INFO 2025-01-10 14:22:10,157 basehttp 16373 12940890112 "GET /stark/dipay/followorder/list/ HTTP/1.1" 200 140050
INFO 2025-01-10 14:22:16,033 basehttp 16373 12940890112 "POST /stark/dipay/followorder/list/ HTTP/1.1" 200 18655
INFO 2025-01-10 14:22:19,571 basehttp 16373 12940890112 "GET /stark/dipay/followorder/list/ HTTP/1.1" 200 140050
INFO 2025-01-10 14:22:23,413 basehttp 16373 12940890112 "GET /stark/dipay/followorder/list/?status=5 HTTP/1.1" 200 61842
INFO 2025-01-10 14:22:28,397 basehttp 16373 12940890112 "POST /stark/dipay/followorder/list/?status=5 HTTP/1.1" 302 0
INFO 2025-01-10 14:22:28,524 basehttp 16373 12940890112 "GET /stark/dipay/applyrelease/list/ HTTP/1.1" 200 30603
INFO 2025-01-10 14:25:38,204 autoreload 16373 8594829888 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 14:25:38,668 autoreload 16411 8629719616 Watching for file changes with StatReloader
INFO 2025-01-10 14:30:59,593 autoreload 16411 8629719616 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 14:31:00,096 autoreload 16456 8637137472 Watching for file changes with StatReloader
INFO 2025-01-10 14:31:15,699 autoreload 16456 8637137472 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 14:31:16,198 autoreload 16467 8663560768 Watching for file changes with StatReloader
INFO 2025-01-10 14:31:18,076 basehttp 16467 13079359488 "GET /stark/dipay/followorder/list/ HTTP/1.1" 200 140050
INFO 2025-01-10 14:31:21,954 basehttp 16467 13079359488 "GET /stark/dipay/followorder/list/?status=5 HTTP/1.1" 200 61842
INFO 2025-01-10 14:31:28,367 basehttp 16467 13079359488 "POST /stark/dipay/followorder/list/?status=5 HTTP/1.1" 302 0
INFO 2025-01-10 14:31:28,505 basehttp 16467 13079359488 "GET /stark/dipay/applyrelease/list/ HTTP/1.1" 200 30603
INFO 2025-01-10 14:40:00,997 autoreload 16467 8663560768 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 14:40:01,635 autoreload 16625 8627536448 Watching for file changes with StatReloader
INFO 2025-01-10 16:00:10,626 basehttp 16625 13006995456 "GET /stark/dipay/inwardpay/list/ HTTP/1.1" 200 44863
INFO 2025-01-10 16:00:14,824 basehttp 16625 13006995456 "GET /stark/dipay/followorder/list/ HTTP/1.1" 200 140050
INFO 2025-01-10 16:00:17,383 basehttp 16625 13006995456 "GET /stark/dipay/followorder/list/?status=5 HTTP/1.1" 200 61842
INFO 2025-01-10 16:00:23,460 basehttp 16625 13006995456 "POST /stark/dipay/followorder/list/?status=5 HTTP/1.1" 302 0
INFO 2025-01-10 16:00:23,626 basehttp 16625 13006995456 "GET /stark/dipay/applyrelease/list/ HTTP/1.1" 200 30594
INFO 2025-01-10 16:07:11,193 autoreload 16625 8627536448 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/followorder.py changed, reloading.
INFO 2025-01-10 16:07:11,829 autoreload 17320 8610865728 Watching for file changes with StatReloader
INFO 2025-01-26 13:59:00,148 autoreload 42800 8665420352 Watching for file changes with StatReloader
INFO 2025-01-26 13:59:06,922 basehttp 42800 13083930624 "GET / HTTP/1.1" 302 0
INFO 2025-01-26 13:59:06,935 basehttp 42800 13083930624 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 13:59:06,949 basehttp 42800 13100720128 "GET /static/js/jquery-3.3.1.min.js HTTP/1.1" 200 86927
INFO 2025-01-26 13:59:06,949 basehttp 42800 13117509632 "GET /static/plugins/bootstrap/js/bootstrap.js HTTP/1.1" 200 69707
INFO 2025-01-26 13:59:06,951 basehttp 42800 13083930624 "GET /static/plugins/bootstrap/css/bootstrap.css HTTP/1.1" 200 146010
INFO 2025-01-26 13:59:06,990 basehttp 42800 13134299136 "GET /apple-touch-icon-precomposed.png HTTP/1.1" 302 0
INFO 2025-01-26 13:59:06,992 basehttp 42800 13134299136 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 13:59:06,994 basehttp 42800 13134299136 "GET /apple-touch-icon.png HTTP/1.1" 302 0
INFO 2025-01-26 13:59:06,995 basehttp 42800 13134299136 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 13:59:07,021 basehttp 42800 13083930624 "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-01-26 13:59:07,024 basehttp 42800 13083930624 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 13:59:13,540 basehttp 42800 13083930624 "POST /login/ HTTP/1.1" 302 0
INFO 2025-01-26 13:59:13,588 basehttp 42800 13083930624 "GET / HTTP/1.1" 302 0
INFO 2025-01-26 13:59:13,705 basehttp 42800 13083930624 "GET /stark/dipay/inwardpay/list/ HTTP/1.1" 200 44863
INFO 2025-01-26 13:59:13,728 basehttp 42800 13100720128 "GET /static/rbac/rbac.css HTTP/1.1" 200 2230
INFO 2025-01-26 13:59:13,729 basehttp 42800 13151088640 "GET /static/css/layout.css HTTP/1.1" 200 1242
INFO 2025-01-26 13:59:13,731 basehttp 42800 13117509632 "GET /static/plugins/bootstrap-select-1.13.14/dist/css/bootstrap-select.css HTTP/1.1" 200 12860
INFO 2025-01-26 13:59:13,731 basehttp 42800 13100720128 "GET /static/js/img_operate.js HTTP/1.1" 200 1352
INFO 2025-01-26 13:59:13,731 basehttp 42800 13167878144 "GET /static/css/dipay.css HTTP/1.1" 200 8397
INFO 2025-01-26 13:59:13,732 basehttp 42800 13151088640 "GET /static/js/chances-operator.js HTTP/1.1" 200 635
INFO 2025-01-26 13:59:13,732 basehttp 42800 13184667648 "GET /static/js/edit-follow-order.js HTTP/1.1" 200 17632
INFO 2025-01-26 13:59:13,733 basehttp 42800 13083930624 "GET /static/plugins/font-awesome/css/font-awesome.css HTTP/1.1" 200 37414
INFO 2025-01-26 13:59:13,734 basehttp 42800 13117509632 "GET /static/js/decimal.js/decimal.js HTTP/1.1" 200 135914
INFO 2025-01-26 13:59:13,741 basehttp 42800 13100720128 "GET /media/ttcopy/pay20241228141310_163.png HTTP/1.1" 200 35655
INFO 2025-01-26 13:59:13,743 basehttp 42800 13083930624 "GET /media/ttcopy/pay20241229215559_161.png HTTP/1.1" 200 262796
INFO 2025-01-26 13:59:13,748 basehttp 42800 13100720128 "GET /media/ttcopy/pay20241227141654_5.png HTTP/1.1" 200 32183
INFO 2025-01-26 13:59:13,749 basehttp 42800 13083930624 "GET /media/ttcopy/pay20241009194235_975.jpg HTTP/1.1" 200 194286
INFO 2025-01-26 13:59:13,754 basehttp 42800 13100720128 "GET /media/ttcopy/pay20240924132507_395.jpg HTTP/1.1" 200 49042
INFO 2025-01-26 13:59:13,756 basehttp 42800 13083930624 "GET /media/ttcopy/pay20240924121325_127.jpg HTTP/1.1" 200 40960
INFO 2025-01-26 13:59:13,771 basehttp 42800 13100720128 "GET /media/ttcopy/pay20240924120621_737.jpg HTTP/1.1" 200 49042
INFO 2025-01-26 13:59:13,772 basehttp 42800 13083930624 "GET /media/ttcopy/pay20240924131933_717.jpg HTTP/1.1" 200 40960
INFO 2025-01-26 13:59:13,772 basehttp 42800 13117509632 "GET /media/ttcopy/pay20240924120841_401.jpg HTTP/1.1" 200 49042
INFO 2025-01-26 13:59:13,773 basehttp 42800 13151088640 "GET /media/ttcopy/pay20240924120809_487.jpg HTTP/1.1" 200 49042
INFO 2025-01-26 13:59:13,817 basehttp 42800 13083930624 "GET /static/icon/paycrm2.ico HTTP/1.1" 200 946
INFO 2025-01-26 13:59:20,821 basehttp 42800 13083930624 "GET /stark/dipay/applyorder/add/ HTTP/1.1" 200 27447
INFO 2025-01-26 13:59:20,842 basehttp 42800 13100720128 "GET /static/js/standard-submit.js HTTP/1.1" 200 521
INFO 2025-01-26 13:59:20,843 basehttp 42800 13117509632 "GET /static/js/newpayment_inspect.js HTTP/1.1" 200 2169
INFO 2025-01-26 13:59:20,843 basehttp 42800 13083930624 "GET /static/js/popup_create.js HTTP/1.1" 200 4154
INFO 2025-01-26 13:59:37,269 basehttp 42800 13083930624 "POST /stark/dipay/applyorder/add/ HTTP/1.1" 200 18837
INFO 2025-01-26 15:16:51,842 autoreload 42800 8665420352 /Users/wongbrank/PycharmProjects/pythonProjec/newpaycrm/dipay/views/applyorder.py changed, reloading.
INFO 2025-01-26 15:16:52,510 autoreload 43490 8629609024 Watching for file changes with StatReloader
INFO 2025-01-26 15:16:59,754 basehttp 43490 13010239488 "GET /stark/dipay/inwardpay/list/ HTTP/1.1" 302 0
INFO 2025-01-26 15:16:59,760 basehttp 43490 13010239488 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 15:16:59,769 basehttp 43490 13043818496 "GET /static/plugins/bootstrap/js/bootstrap.js HTTP/1.1" 200 69707
INFO 2025-01-26 15:16:59,771 basehttp 43490 13027028992 "GET /static/js/jquery-3.3.1.min.js HTTP/1.1" 200 86927
INFO 2025-01-26 15:16:59,772 basehttp 43490 13010239488 "GET /static/plugins/bootstrap/css/bootstrap.css HTTP/1.1" 200 146010
INFO 2025-01-26 15:17:01,891 basehttp 43490 13010239488 "GET / HTTP/1.1" 302 0
INFO 2025-01-26 15:17:01,896 basehttp 43490 13010239488 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 15:17:02,044 basehttp 43490 13010239488 "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-01-26 15:17:02,050 basehttp 43490 13010239488 "GET /login/ HTTP/1.1" 200 2054
INFO 2025-01-26 15:17:04,994 basehttp 43490 13010239488 "POST /login/ HTTP/1.1" 302 0
INFO 2025-01-26 15:17:05,038 basehttp 43490 13010239488 "GET / HTTP/1.1" 302 0
